language,category,exam_type,name,content,plan
Italien,Neuro-ORL,IRM,RM cerebro-midollare,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
Il cervello è stato esplorato mediante sequenze assiali T1, T2, T2 *, diffusione e FLAIR e 3D EG T1 dopo l'iniezione di Gadolinium.
La colonna vertebrale è stata esplorata mediante tagli
Sagittale: T1, T2 e STIR 
Assiale T2.
 Reperti: 
Livello infratentoriale: 
Assenza di anomalie del segnale o aumento patologico del contrasto del tronco encefalico o del parenchima cerebellare.
 V4 in posizione, non dilatato.
Livello sopratentoriale: 
Assenza di anomalie spontanee del segnale o aumento patologico del contrasto del parenchima cerebrale.
Sistema ventricolare in sede non dilatato.
Strutture mediane in atto.
Colonna cervicale:
-Assenza di anomalie statiche spinali
-Canale cervicale di normali misure costituzionali.
-Assenza di anomalia della cerniera cervico-occipitale.
-Assenza di anomalie del midollo spinale.
-Uncartrosi bilaterale al livello C2 - C3 
- Anomalia del segnale del corpo vertebrale di C2 nell'ipersegnale T1 e T2 suggestivo di un angioma.
-Assenza di anomalie dei tessuti molli perivertebrali
*Piano C4 - C5:
- Barra unco-disco-osteofitica responsabile del restringimento bilaterale dei forami.
-Nessuna plicatura dei legamenti gialli
-Nessuna osteoartrosi inter-apofisaria posteriore
*Piano C5 - C6:
- Barra non disco-osteofitica responsabile del restringimento foraminale bilaterale più marcato a sinistra.
-Nessuna plicatura dei legamenti gialli
-Nessuna osteoartrosi inter-apofisaria posteriore
*Piano C6 - C7:
-Uncartrosi bilaterale.
-Nessuna plicatura dei legamenti gialli
-Nessuna osteoartrosi inter-apofisaria posteriore
Colonna lombare:
Il canale lombare è di normali dimensioni costituzionali.
Il cono midollare e la guaina durale sono morfologicamente normali.
Assenza di anomalie dei tessuti molli perivertebrali.
Assenza di anomalie sospette del segnale delle strutture ossee.
Pavimento 
- Assenza di protrusione discale.
- Assenza di ipertrofia del legamento giallo.
- Assenza di osteoartrosi interapofisaria.
Pavimento 
- Assenza di protrusione discale.
- Assenza di ipertrofia del legamento giallo.
- Assenza di osteoartrosi interapofisaria.
Pavimento 
- Assenza di protrusione discale.
- Assenza di ipertrofia del legamento giallo.
- Assenza di osteoartrosi interapofisaria.
 Conclusione: 
[Da completare]",pro
Italien,Neuro-ORL,IRM,RM cerebrale (non iniettato),"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
[Da completare]
 Reperti: 
*Al piano tentoriale:
- Assenza di anomalie del segnale o aumento patologico del contrasto del cervelletto e del tronco encefalico.
- Il 4° ventricolo è a posto e non dilatato.
- I serbatoi base sono gratuiti.

*Al livello tentoriale superiore:
- Assenza di raccolta peri-cerebrale.
- Assenza di anomalie del segnale o aumento patologico del contrasto del parenchima cerebrale.
- Le strutture mediane sono a posto. 
- Il sistema ventricolare è di dimensioni normali.
 Conclusione: 
[Da completare]",pro
Italien,RM del seno,IRM,RM Mammaria,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
Sequenze assiali T1, T2, STIR.
Dinamica T1 Fat Sat prima e dopo l'iniezione di Gadolinium per 7 minuti + sottrazione.
Sagittale THRIVE dopo Gadolinium.
 Reperti: 
Tipo Seni a densità
Miglioramento della matrice di fondo: moderato, non fastidioso.
Seno destro:
Assenza di potenziamento di massa o non di massa.
Nessuna distorsione.
Seno sinistro:
Assenza di potenziamento di massa o non di massa.
Nessuna distorsione.
 Conclusione: 
Assenza di lesione sospetta.
 ACR..giusto.
 ACR..a sinistra.",pro
Italien,Otorinolaringologia,IRM,RM delle Rocce,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
[Da completare]
 Reperti: 
Canali uditivi esterni liberi
Pneumatizzazione normale delle cellule mastoidee 
Assenza di anomalia della catena ossiculare
Integrità dello scotoma e del tegmen del timpano
Assenza di anomalie del canale facciale, del labirinto e del canale uditivo interno 
 Conclusione: 
[Da completare]",pro
Italien,Cervicale,IRM,RM Cervicale,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
[Da completare]
 Reperti: 
-Assenza di anomalie statiche spinali
-Canale cervicale di normali misure costituzionali.
-Assenza di anomalia della cerniera cervico-occipitale.
-Assenza di anomalie del midollo spinale.
-Assenza di anomalia del disco vertebrale.
-Assenza di anomalie dei tessuti molli perivertebrali
** Piano C2 - C3: 
Assenza di ernia del disco.
Assenza di stenosi foraminale.
Assenza di uncartrosi.
Assenza di plicatura del legamento giallo.
** Piano C3 - C4: 
Assenza di ernia del disco.
Assenza di stenosi foraminale.
Assenza di uncartrosi.
Assenza di plicatura del legamento giallo.
** Piano C4 - C5: 
Assenza di ernia del disco.
Assenza di stenosi foraminale.
Assenza di uncartrosi.
Assenza di plicatura del legamento giallo.
** Piano C5 - C6: 
Assenza di ernia del disco.
Assenza di stenosi foraminale.
Assenza di uncartrosi.
Assenza di plicatura del legamento giallo.
** Piano C6 - C7: 
Assenza di ernia del disco.
Assenza di stenosi foraminale.
Assenza di uncartrosi.
Assenza di plicatura del legamento giallo.
** Piano C7 -D1: 
Assenza di ernia del disco.
Assenza di stenosi foraminale.
Assenza di uncartrosi.
Assenza di plicatura del legamento giallo.
 Conclusione: 
[Da completare]",pro
Italien,Colonna vertebrale,IRM,RM dell'intera colonna vertebrale,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
La colonna cervicale è stata esplorata mediante tagli
Sagittale T1, T2 
 3D cosmico
La colonna lombare è stata esplorata mediante tagli 
Sagittale T1, T2 
Coronales STIR 
Assiale T2 
 Reperti: 
Livello cervicale:
Assenza di anomalia della cerniera cervico-occipitale
Assenza di anomalie statiche spinali
Canale cervicale di normali misurazioni costituzionali
Assenza di anomalia del disco spinale
Assenza di anomalie del midollo spinale
Assenza di anomalie dei tessuti molli periveverterbrali.
** Piano C2 - C3: 
Assenza di ernia del disco.
Assenza di uncartrosi.
Foro libero.
** Piano C3 - C4: 
Assenza di ernia del disco.
Assenza di uncartrosi.
Foro libero.
** Piano C4 - C5: 
Assenza di ernia del disco.
Assenza di uncartrosi.
Foro libero.
** Piano C5 - C6: 
Assenza di ernia del disco.
Assenza di uncartrosi.
Foro libero.
** Piano C6 - C7: 
Assenza di ernia del disco.
Assenza di uncartrosi.
Foro libero.
Livello lombare:
Assenza di anomalie statiche spinali
Cono terminale accanto al segnale D12- L1 e morfologia normale.
Canale lombare di normali misurazioni costituzionali
Assenza di anomalia del disco spinale
Assenza di anomalie dei tessuti molli perivertebrali.
** Piano L3 - L4: 
Assenza di ernia del disco.
Assenza di osteoartrite interapofisaria posteriore.
Assenza di stenosi foraminale.
Assenza di ipertrofia del legamento giallo.
** Piano L4 - L5: 
Assenza di ernia del disco.
Assenza di osteoartrite interapofisaria posteriore.
Assenza di stenosi foraminale.
Assenza di ipertrofia del legamento giallo.
** Piano L5 - S1: 
Assenza di ernia del disco.
Assenza di osteoartrite interapofisaria posteriore.
Assenza di stenosi foraminale.
Assenza di ipertrofia del legamento giallo.
 Conclusione: 
[Da completare]",pro
Italien,Colonna vertebrale,IRM,RM del rachide cervicale,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
Sequenze sagittali (T1, T2, STIR) e acquisizione di volume T2 (3D) sul rachide cervicale.
 Reperti: 
Statica e struttura ossea:
Rispetto della lordosi cervicale fisiologica.
Allineamento delle pareti vertebrali posteriori conservato.
Altezze del corpo vertebrale preservate, senza anomalie del segnale osseo sospette o post-traumatiche.
Cerniera cervico-occipitale in posizione.
Spazi discali e canale spinale:
Assenza di malattia del disco o ernia del disco significativa.
Il canale spinale centrale e i forami sono liberi (nessuna stenosi).
Midollo spinale:
Morfologia e segnale normali del midollo cervicale.
Parti morbide:
Spazi prevertebrali insignificanti.
 Conclusione: 
 RM cervicale senza particolarità.
Assenza di lesioni traumatiche visibili dell'osso, del disco o dei legamenti.
Assenza di conflitto disco-radicolare o midollare.
 Conclusione: 
[Da completare]",pro
Italien,Colonna vertebrale,IRM,RM della colonna lombare,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
Esplorazione della colonna lombare utilizzando le sezioni sagittale T1 e T2 e assiale T2.
 Reperti: 
Il canale lombare è di normali dimensioni costituzionali.
Il cono midollare e la guaina durale sono morfologicamente normali.
Assenza di anomalie dei tessuti molli perivertebrali.
Assenza di anomalie sospette del segnale delle strutture ossee.
Piano L3 - L4:
- Assenza di protrusione discale.
- Assenza di ipertrofia del legamento giallo.
- Assenza di osteoartrosi interapofisaria.
Piano L4 - L5:
- Assenza di protrusione discale.
- Assenza di ipertrofia del legamento giallo.
- Assenza di osteoartrosi interapofisaria.
Piano L5 - S1:
- Assenza di protrusione discale.
- Assenza di ipertrofia del legamento giallo.
- Assenza di osteoartrosi interapofisaria.
 Conclusione: 
[Da completare]",pro
Italien,Addome,IRM,Entero- RM,"Tecnico
L'esame è stato eseguito utilizzando una varietà di sequenze (T2 HASTE, T2 TRUFISP, Diffusione, T1 VIBE FS), con acquisizioni coronali e assiali, incluse sequenze T1 VIBE FS dopo l'iniezione del mezzo di contrasto.
Risultati dettagliati
1. Intestino tenue e colon
• Distensione: Qualità della distensione dell'intestino tenue: [scarsa; media; Bene].
• Parete e calibro: assenza di ispessimento della parete o aumento anomalo del contrasto del tratto digestivo. Nessuna anomalia del calibro.
• Mobilità: nessuna anomalia della peristalsi.
• Anelli specifici: aspetto normale RM dell'ultimo anello ileale.
• Complicazioni: Assenza di visualizzazione dell'immagine della stenosi o della fistola.
• Colon: la parete del colon ha un aspetto normale RM.
2. Mesentere e cavità addominale
• Mesentere: Assenza di infiltrazione di grasso mesenterico. Assenza di iperemia mesenterica (aumento del flusso sanguigno).
• Nodi: assenza di linfonodi sospetti.
• Versamento: assenza di versamento intraperitoneale.
3. Organi adiacenti
• Organi solidi: previo esame non dedicato, non sono presenti anomalie epatobiliari, pancreatiche, surrenali, renali o urinarie.
Conclusione
Entero- RM senza anomalie rilevabili del piccolo e del colon.",pro
Italien,Addome,IRM,RM reni,"Indicazione clinica: 
 Tecnica di imaging: 
Sequenze:
– senza iniezione di mezzo di contrasto: T2 FS assiale, T1 in-/out-phase assiale, diffusione assiale, T1 FS VIBE coronale e assiale;
– dopo iniezione di mezzo di contrasto ([XXX]), ben tollerato: T1 FS VIBE assiale (arterioso, portale e tardivo a 5 minuti) e coronale (tardivo a 2 minuti e 30).
 Reperti: 
Reni di dimensioni normali. 
Spessore parenchimale conservato.
Miglioramento simmetrico e fisiologico del parenchima renale.
Assenza di anomalie focali sospette.
Assenza di anomalie rilevate negli spazi perirenali o pararenali.
Assenza di dilatazione pielocaliale o ureterale.
Vescica insignificante.
Pervietà delle arterie renali, senza anomalie rilevate e senza variazioni anatomiche significative.
Pervietà delle vene renali, senza anomalie rilevate e senza variazioni anatomiche significative.
Assenza di linfonodo sospetto sul volume esplorato.
Inoltre, assenza di altra anomalia significativa rilevata (soggetta ad esame non dedicato).
 Conclusione: 
 Raccomandazioni:",pro
Italien,Addome,IRM,RM dei reni (volumetria),"Indicazione clinica: 
 Tecnica di imaging: 
Esame effettuato su un dispositivo [XXX] 3T.
Sequenze: T2 HASTE nei 3 piani, diffusione assiale, T1 DIXON FS nativa assiale e coronale.
Dati del paziente:
Età: [XXX] anni.
Taglia: [XXX] cm.
 Reperti: 
Volumetrico: 
Volume del fegato: [XXX] ml (rispetto a [XXX] ml nel confronto);
Volume del rene destro: [XXX] ml (contro [XXX] ml nel confronto);
Volume del rene sinistro: [XXX] ml (contro [XXX] ml nel confronto).
Classe ADPKD secondo il modello della Mayo Clinic: [XXX].
Ulteriori risultati:
[XXX].
 Conclusione: 
Volume del fegato: [XXX] ml;
Volume del rene destro: [XXX] ml;
Volume del rene sinistro: [XXX] ml.
Classe ADPKD secondo il modello della Mayo Clinic: [XXX].
 Raccomandazioni:",pro
Italien,Addome,IRM,RM ghiandole surrenali,"Indicazione clinica: 
 Tecnica di imaging: 
Sequenze: 
- senza iniezione: T2 coronale e assiale, T2 FS assiale, diffusione assiale, T1 DIXON assiale;
- dopo l'iniezione del mezzo di contrasto IV: T1 FS assiale a livello arterioso, portale e a 5 minuti e coronale alla fine.
 Reperti: 
Belle ghiandole surrenali. 
Assenza di nodulo o massa.
Miglioramento omogeneo.
Reni di dimensioni normali, senza anomalie focali significative.
Assenza di dilatazione delle vie urinarie.
Vescica insignificante.
Assenza di anomalia retroperitoneale.
Assenza di linfonodo sospetto sul volume esplorato.
Inoltre:
[XXX]
 Conclusione: 
Assenza di anomalie surrenaliche.
 Raccomandazioni:",pro
Italien,Addome,IRM,RM EPATICO (NORMALE),"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
[Da completare]
 Reperti: 
Il fegato è di dimensioni normali, contorni regolari e segnale omogeneo. 
Assenza di nodulo epatico.
Assenza di aumento di contrasto patologico. 
Il tronco di sostegno è di calibro normale e permeabile. 
I VBIH stanno bene.
Il Via Biliare Principale è sottile e permeabile. 
Il pancreas ha un aspetto normale RM. 
Assenza di anomalie renali e della milza. 
Assenza di versamento intraddominale. 
 Conclusione: 
 RM fegato normale.",pro
Italien,Addome,IRM,RM del pancreas,"Indicazione clinica: 
[Da completare]
 Tecnica di imaging: 
L'esame è stato effettuato mediante sequenze specifiche senza e dopo iniezione endovenosa del mezzo di contrasto, comprese sequenze dedicate ad alta risoluzione come MRCP 3D (per i canali) e sequenze in T1, T2 e Diffusione, con acquisizioni multifasiche post-iniezione.a
 Reperti: 
1. Pancreas e dotti
• Morfologia e Segnale: Pancreas di dimensioni e morfologia normali. Il segnale fisiologico T1 FS è preservato e l'aumento dopo l'iniezione è omogeneo.
• Lesioni: assenza di lesioni focali sospette.
• Dotti: il dotto pancreatico principale (Wirsung) è regolare e non dilatato. Assenza di pancreas diviso.
• Grasso e solco: assenza di anomalia periglandulare (nessuna infiltrazione di grasso peripancreatico) né anomalia del solco duodeno-pancreatico.
2. Fegato, vescica e dotti biliari
• Fegato: di dimensioni normali, con contorni lisci. Parenchima omogeneo con potenziamento omogeneo. Assenza di segni di sovraccarico metabolico (steatosi) o di lesione focale.
• Dotti biliari e cistifellea: Assenza di dilatazione delle vie biliari. Cistifellea di dimensioni normali. Assenza di colelitiasi o coledocolitiasi (assenza di calcoli).
3. Vasi e organi vicini
• Vasi: Permeabilità degli assi vascolari (mesentericoportale ed epaticocavale). Integrità degli assi vascolari mesenterici.
• Organi adiacenti: assenza di anomalie significative della milza, delle ghiandole surrenali o dei reni.
• Anomalie: assenza di versamento peritoneale, macronodulo di carcinomatosi o adenomegalia (linfonodi sospetti) sul volume esplorato.
 Conclusione: 
 RM del pancreas e dell'addome superiore senza anomalie rilevabili.",pro
Italien,Muscoloscheletrico,IRM,Artro- RM della spalla,"Indicazione clinica: 
 Tecnica di imaging: 
 Reperti: 
- Il tendine lungo del bicipite è centrato nel suo solco, con un aspetto omogeneo senza anomalie di segnale rilevabili.
- I tendini del sottoscapolare, del sovraspinato e dell'infraspinato hanno un aspetto omogeneo senza crepe o rotture rilevabili.
- Aspetto normale RM dell'articolazione acromionclavicolare, senza condropatia rilevabile.
- Aspetto regolare ed omogeneo della rima glenoidea.
- Assenza di lesione ossea.
- Assenza di degenerazione grassa dei muscoli della cuffia dei rotatori.
- Assenza di versamento della borsa subacromiodeltoidea.
 RM spalla senza anomalie.",pro
